Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Land_price_per_m2,Building_price_per_m2,Building_and_land_price_per_m2,is_Eastern_Victoria,is_Northern_Metropolitan,is_Northern_Victoria,is_South_Eastern_Metropolitan,is_Southern_Metropolitan,is_Western_Metropolitan,is_Western_Victoria,YearSold,HouseAge
Abbotsford,159 Park St,2,h,1135000.0,S,Nelson,2016-08-22,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920,-37.8005,144.9952,Northern Metropolitan,4019,11581.632653061224,8867.1875,5022.123893805309,False,True,False,False,False,False,False,2016,96
Abbotsford,31 Turner St,4,h,1542000.0,S,Collins,2016-09-24,2.5,3067.0,4.0,3.0,1.0,165.38297872340425,165.38297872340425,1950,-37.7994,144.9965,Northern Metropolitan,4019,9323.813199536859,9323.813199536859,4661.906599768429,False,True,False,False,False,False,False,2016,66
Abbotsford,166 Gipps St,3,h,1290000.0,S,Biggin,2017-02-25,2.5,3067.0,3.0,2.0,2.0,147.0,18.0,1985,-37.805,144.9943,Northern Metropolitan,4019,8775.510204081633,71666.66666666667,7818.181818181818,False,True,False,False,False,False,False,2017,32
Abbotsford,60 Stafford St,3,h,1290000.0,S,Biggin,2017-02-25,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950,-37.8007,144.9958,Northern Metropolitan,4019,7678.571428571428,10403.225806451614,4417.808219178082,False,True,False,False,False,False,False,2017,67
Abbotsford,11/205 Gipps St,1,u,470000.0,S,Nelson,2016-07-26,2.5,3067.0,1.0,1.0,1.0,50.0,50.0,2013,-37.8055,144.9961,Northern Metropolitan,4019,9400.0,9400.0,4700.0,False,True,False,False,False,False,False,2016,3
Abbotsford,47 Studley St,2,h,1180000.0,S,Jellis,2016-11-27,2.5,3067.0,2.0,1.0,0.0,162.0,91.0,1900,-37.8016,144.9956,Northern Metropolitan,4019,7283.950617283951,12967.032967032967,4664.03162055336,False,True,False,False,False,False,False,2016,116
Abbotsford,45 Yarra St,3,h,1195000.0,SP,Jellis,2016-11-27,2.5,3067.0,3.0,2.0,1.0,120.0,128.0,1998,-37.8022,144.9954,Northern Metropolitan,4019,9958.333333333334,9335.9375,4818.548387096775,False,True,False,False,False,False,False,2016,18
Abbotsford,200 Nicholson St,2,h,1012500.0,S,Nelson,2016-05-28,2.5,3067.0,2.0,1.0,0.0,182.0,82.0,1900,-37.8021,144.9976,Northern Metropolitan,4019,5563.186813186813,12347.560975609756,3835.2272727272725,False,True,False,False,False,False,False,2016,116
Abbotsford,27 Charles St,2,h,1030000.0,S,Biggin,2016-07-30,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930,-37.8086,144.9946,Northern Metropolitan,4019,5988.372093023256,12716.04938271605,4071.1462450592885,False,True,False,False,False,False,False,2016,86
Airport West,154 Halsey Rd,3,t,840000.0,PI,Nelson,2016-09-03,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016,-37.718,144.878,Western Metropolitan,3464,2772.2772277227723,3733.3333333333335,1590.909090909091,False,False,False,False,False,True,False,2016,0
Airport West,50 Bedford St,3,h,730000.0,VB,Nelson,2016-12-03,13.5,3042.0,3.0,2.0,1.0,145.0,145.0,1965,-37.7203,144.8755,Western Metropolitan,3464,5034.482758620689,5034.482758620689,2517.2413793103447,False,False,False,False,False,True,False,2016,51
Airport West,50 Bedford St,3,h,770000.0,SP,Nelson,2017-03-04,13.5,3042.0,3.0,2.0,1.0,145.0,145.0,1965,-37.7203,144.8755,Western Metropolitan,3464,5310.3448275862065,5310.3448275862065,2655.1724137931033,False,False,False,False,False,True,False,2017,52
Airport West,23 Hart St,2,h,603000.0,S,Nelson,2017-03-04,13.5,3042.0,2.0,1.0,1.0,272.0,84.0,1950,-37.7294,144.888,Western Metropolitan,3464,2216.9117647058824,7178.571428571428,1693.8202247191011,False,False,False,False,False,True,False,2017,67
Airport West,1/80 Hawker St,3,t,700000.0,S,Brad,2017-03-04,13.5,3042.0,3.0,2.0,2.0,239.0,134.0,2009,-37.7218,144.8837,Western Metropolitan,3464,2928.8702928870293,5223.880597014925,1876.6756032171581,False,False,False,False,False,True,False,2017,8
Airport West,1/37 Hillside Gr,3,h,600000.0,S,Maddison,2017-03-04,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980,-37.7273,144.8744,Western Metropolitan,3464,2068.9655172413795,5172.413793103448,1477.8325123152708,False,False,False,False,False,True,False,2017,37
Airport West,2/49 McIntosh St,2,u,500000.0,VB,Barry,2017-03-04,13.5,3042.0,2.0,1.0,1.0,168.0,86.0,2011,-37.7215,144.8864,Western Metropolitan,3464,2976.190476190476,5813.953488372093,1968.5039370078741,False,False,False,False,False,True,False,2017,6
Airport West,54 Marshall Rd,3,h,720000.0,S,Barry,2016-08-06,13.5,3042.0,2.0,1.0,1.0,620.0,155.22297872340425,1940,-37.7173,144.8872,Western Metropolitan,3464,1161.2903225806451,4638.488488762905,928.7650389126203,False,False,False,False,False,True,False,2016,76
Airport West,36 Roberts Rd,4,h,785000.0,S,Considine,2016-08-06,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,2004,-37.7259,144.8792,Western Metropolitan,3464,1314.9078726968173,6181.102362204724,1084.254143646409,False,False,False,False,False,True,False,2016,12
Airport West,11 Harrington Rd,6,h,725000.0,SP,Barry,2016-05-07,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980,-37.7239,144.8735,Western Metropolitan,3464,742.827868852459,3897.8494623655915,623.9242685025818,False,False,False,False,False,True,False,2016,36
Airport West,2/252 Parer Rd,2,t,450000.0,S,Barry,2016-05-07,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015,-37.7216,144.871,Western Metropolitan,3464,4090.909090909091,5000.0,2250.0,False,False,False,False,False,True,False,2016,1
Airport West,3/19 Hart St,2,u,515000.0,S,Barry,2016-11-07,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013,-37.7298,144.8883,Western Metropolitan,3464,3652.482269503546,7054.7945205479455,2406.542056074766,False,False,False,False,False,True,False,2016,3
Airport West,2/62 Clydesdale Rd,2,u,530000.0,S,Nelson,2016-09-10,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012,-37.7234,144.8792,Western Metropolitan,3464,4416.666666666667,5638.297872340426,2476.6355140186915,False,False,False,False,False,True,False,2016,4
Airport West,3 Deidre Ct,3,h,895000.0,PI,Rendina,2016-09-10,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975,-37.7249,144.8728,Western Metropolitan,3464,841.9567262464723,6729.3233082706765,748.3277591973244,False,False,False,False,False,True,False,2016,41
Airport West,13 Etzel St,3,h,805000.0,S,Nelson,2016-12-10,13.5,3042.0,3.0,1.0,1.0,105.0,105.0,1950,-37.7217,144.8783,Western Metropolitan,3464,7666.666666666667,7666.666666666667,3833.3333333333335,False,False,False,False,False,True,False,2016,66
Airport West,1/43 Cameron St,3,u,752000.0,S,Nelson,2017-02-11,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993,-37.7302,144.8855,Western Metropolitan,3464,2837.735849056604,5784.615384615385,1903.7974683544303,False,False,False,False,False,True,False,2017,24
Airport West,145a Victory Rd,2,u,440000.0,S,Barry,2016-08-13,13.5,3042.0,2.0,1.0,1.0,192.0,114.51489361702129,1910,-37.7177,144.8787,Western Metropolitan,3464,2291.6666666666665,3842.294972316153,1435.493051602782,False,False,False,False,False,True,False,2016,106
Airport West,241 Parer Rd,5,h,755000.0,PI,Propertyau,2016-05-14,13.5,3042.0,3.0,2.0,2.0,596.0,168.75319148936168,1960,-37.7248,144.8699,Western Metropolitan,3464,1266.778523489933,4473.989459616209,987.2466155121664,False,False,False,False,False,True,False,2016,56
Airport West,2/40 Earl St,3,t,700000.0,PI,Brad,2016-10-15,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009,-37.727,144.887,Western Metropolitan,3464,4242.424242424242,5263.1578947368425,2348.993288590604,False,False,False,False,False,True,False,2016,7
Airport West,180 Parer Rd,3,h,830000.0,S,Barry,2016-04-16,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960,-37.7186,144.876,Western Metropolitan,3464,854.788877445932,7345.132743362832,765.6826568265683,False,False,False,False,False,True,False,2016,56
Airport West,4/54 Hawker St,2,u,462500.0,S,Barry,2016-07-16,13.5,3042.0,2.0,1.0,1.0,164.0,100.84893617021277,2003,-37.7218,144.8863,Western Metropolitan,3464,2820.121951219512,4586.067216607945,1746.2784887410728,False,False,False,False,False,True,False,2016,13
Airport West,43 Hillside Gr,3,h,670000.0,SP,Barry,2016-07-16,13.5,3042.0,3.0,2.0,2.0,657.0,171.19148936170214,1965,-37.7269,144.8742,Western Metropolitan,3464,1019.7869101978691,3913.745960725826,808.9916506101478,False,False,False,False,False,True,False,2016,51
Airport West,174 Parer Rd,2,h,675000.0,S,Barry,2016-07-16,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975,-37.7187,144.8765,Western Metropolitan,3464,1102.9411764705883,6750.0,948.0337078651686,False,False,False,False,False,True,False,2016,41
Airport West,138 Victory Rd,3,h,1042000.0,S,Nelson,2016-07-16,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950,-37.7173,144.8796,Western Metropolitan,3464,1702.6143790849674,5988.505747126437,1325.6997455470737,False,False,False,False,False,True,False,2016,66
Airport West,75 King St,3,h,910000.0,S,McDonald,2016-09-17,13.5,3042.0,3.0,1.0,1.0,775.0,176.11914893617023,1991,-37.7231,144.8835,Western Metropolitan,3464,1174.1935483870968,5166.956605779453,956.7676153064923,False,False,False,False,False,True,False,2016,25
Airport West,6 Kittyhawk St,4,h,773000.0,S,Brad,2016-09-17,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980,-37.7263,144.8679,Western Metropolitan,3464,1455.743879472693,2501.6181229773465,920.2380952380952,False,False,False,False,False,True,False,2016,36
Airport West,478 Fullarton Rd,3,h,810000.0,PI,Barry,2017-03-18,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980,-37.7285,144.8694,Western Metropolitan,3464,1459.4594594594594,4218.75,1084.3373493975903,False,False,False,False,False,True,False,2017,37
Airport West,144 Marshall Rd,3,h,715000.0,S,Rendina,2017-03-18,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995,-37.7164,144.8792,Western Metropolitan,3464,1694.3127962085307,5674.603174603175,1304.7445255474452,False,False,False,False,False,True,False,2017,22
Airport West,106 Parer Rd,3,h,790000.0,S,Nelson,2017-03-18,13.5,3042.0,3.0,1.0,3.0,614.0,162.2340425531915,1940,-37.7194,144.8827,Western Metropolitan,3464,1286.6449511400651,4869.508196721311,1017.7342872022585,False,False,False,False,False,True,False,2017,77
Airport West,3/7 South Rd,3,t,540000.0,SP,Nelson,2016-06-18,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010,-37.7231,144.8802,Western Metropolitan,3464,3354.0372670807456,5346.534653465346,2061.0687022900765,False,False,False,False,False,True,False,2016,6
Airport West,37 North St,3,t,825000.0,SP,Barry,2016-11-19,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960,-37.72,144.8776,Western Metropolitan,3464,2815.6996587030717,8088.235294117647,2088.6075949367087,False,False,False,False,False,True,False,2016,56
Airport West,10 Hilbert Rd,3,h,685000.0,S,Barry,2016-05-22,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975,-37.7226,144.8733,Western Metropolitan,3464,1183.0742659758205,6061.946902654868,989.8843930635838,False,False,False,False,False,True,False,2016,41
Airport West,110 Halsey Rd,3,h,805000.0,S,Barry,2016-08-22,13.5,3042.0,3.0,1.0,1.0,623.0,155.93617021276594,2004,-37.7184,144.882,Western Metropolitan,3464,1292.1348314606741,5162.368672397326,1033.4608030592733,False,False,False,False,False,True,False,2016,12
Airport West,2/13 North St,2,u,510000.0,S,Nelson,2016-08-22,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,1955,-37.7202,144.8797,Western Metropolitan,3464,3617.021276595745,6710.526315789473,2350.230414746544,False,False,False,False,False,True,False,2016,61
Airport West,105a Victory Rd,3,h,612000.0,S,Nelson,2016-08-22,13.5,3042.0,3.0,2.0,1.0,212.0,126.8936170212766,1982,-37.7181,144.8824,Western Metropolitan,3464,2886.7924528301887,4822.937625754527,1805.876443997991,False,False,False,False,False,True,False,2016,34
Airport West,117 Marshall Rd,3,h,662000.0,S,Brad,2016-04-23,13.5,3042.0,3.0,1.0,2.0,612.0,169.86702127659575,2012,-37.7169,144.8815,Western Metropolitan,3464,1081.6993464052287,3897.166118678566,846.6912940248042,False,False,False,False,False,True,False,2016,4
Airport West,34 Moorna Dr,4,h,978000.0,S,Nelson,2016-09-24,13.5,3042.0,4.0,3.0,2.0,532.0,216.9787234042553,2007,-37.7263,144.869,Western Metropolitan,3464,1838.345864661654,4507.354383212395,1305.7780807908641,False,False,False,False,False,True,False,2016,9
Airport West,33 North St,3,h,720000.0,PI,Nelson,2017-02-25,13.5,3042.0,3.0,1.0,1.0,585.0,126.45744680851064,1980,-37.72,144.878,Western Metropolitan,3464,1230.7692307692307,5693.6148733910995,1012.0071175441482,False,False,False,False,False,True,False,2017,37
Airport West,49 Roberts Rd,4,h,765000.0,S,Prof.,2016-11-27,13.5,3042.0,4.0,1.0,2.0,509.0,203.79808510638296,1990,-37.7261,144.8785,Western Metropolitan,3464,1502.9469548133595,3753.7153482117787,1073.2352064130841,False,False,False,False,False,True,False,2016,26
Airport West,85 Roberts Rd,4,h,900000.0,S,Harcourts,2016-11-27,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975,-37.7256,144.8739,Western Metropolitan,3464,1433.1210191082803,6164.3835616438355,1162.7906976744187,False,False,False,False,False,True,False,2016,41
Albert Park,105 Kerferd Rd,2,h,1275000.0,S,hockingstuart,2016-09-03,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900,-37.8459,144.9555,Southern Metropolitan,3280,10625.0,15548.780487804877,6311.881188118812,False,False,False,False,True,False,False,2016,116
Albert Park,85 Richardson St,2,h,1455000.0,S,Thomson,2016-09-03,3.3,3206.0,2.0,1.0,0.0,159.0,128.5531914893617,1955,-37.845,144.9538,Southern Metropolitan,3280,9150.943396226416,11318.272095332672,5059.933407325195,False,False,False,False,True,False,False,2016,61
Albert Park,112 Beaconsfield Pde,3,h,2850000.0,PI,Buxton,2017-03-04,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890,-37.8481,144.9499,Southern Metropolitan,3280,13507.109004739337,14393.939393939394,6968.215158924206,False,False,False,False,True,False,False,2017,127
Albert Park,94 Graham St,3,h,1850000.0,S,Greg,2017-03-04,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890,-37.8452,144.9488,Southern Metropolitan,3280,14453.125,13909.774436090225,7088.122605363985,False,False,False,False,True,False,False,2017,127
Albert Park,396 Montague St,2,h,1436000.0,S,RT,2017-03-04,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900,-37.8431,144.9565,Southern Metropolitan,3280,11046.153846153846,17728.395061728395,6805.687203791469,False,False,False,False,True,False,False,2017,117
Albert Park,75 Graham St,2,h,1110000.0,S,Marshall,2016-08-06,3.3,3206.0,1.0,1.0,0.0,147.0,100.53191489361704,1900,-37.8444,144.9484,Southern Metropolitan,3280,7551.0204081632655,11041.26984126984,4484.270242392986,False,False,False,False,True,False,False,2016,116
Albert Park,54 Brooke St,2,h,1550000.0,S,Sotheby's,2016-05-07,3.3,3206.0,2.0,1.0,1.0,167.0,108.46255319148936,2007,-37.8405,144.9521,Southern Metropolitan,3280,9281.437125748504,14290.646443325866,5626.8991267299725,False,False,False,False,True,False,False,2016,9
Albert Park,104 Richardson St,4,h,2300000.0,S,Marshall,2016-05-07,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880,-37.8447,144.9523,Southern Metropolitan,3280,15032.679738562092,12777.777777777777,6906.906906906907,False,False,False,False,True,False,False,2016,136
Albert Park,4a Mills St,3,t,1550000.0,VB,Marshall,2016-11-07,3.3,3206.0,3.0,2.0,2.0,718.0,195.68085106382975,1950,-37.8443,144.9598,Southern Metropolitan,3280,2158.774373259053,7921.061215613789,1696.4348089327714,False,False,False,False,True,False,False,2016,66
Albert Park,1 Moubray St,3,h,1800000.0,VB,Greg,2016-11-07,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996,-37.8415,144.952,Southern Metropolitan,3280,13636.363636363636,11320.754716981131,6185.567010309278,False,False,False,False,True,False,False,2016,20
Albert Park,29 Faussett St,2,h,2120000.0,S,Greg,2016-09-10,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900,-37.8422,144.9554,Southern Metropolitan,3280,10653.266331658291,19813.084112149532,6928.104575163398,False,False,False,False,True,False,False,2016,116
Albert Park,3 Herbert St,3,h,1800000.0,VB,Cayzer,2016-09-10,3.3,3206.0,3.0,1.0,1.0,253.0,140.6595744680851,1997,-37.8443,144.9579,Southern Metropolitan,3280,7114.624505928854,12796.853728634094,4572.478650956653,False,False,False,False,True,False,False,2016,19
Albert Park,24 Kerferd Pl,3,h,1800000.0,S,Marshall,2016-09-10,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900,-37.8421,144.9571,Southern Metropolitan,3280,20000.0,14754.098360655738,8490.566037735849,False,False,False,False,True,False,False,2016,116
Albert Park,44 Draper St,2,h,1810000.0,PI,Greg,2016-12-10,3.3,3206.0,2.0,1.0,0.0,240.0,130.8276595744681,1960,-37.8379,144.9539,Southern Metropolitan,3280,7541.666666666667,13834.994877132494,4880.973555416578,False,False,False,False,True,False,False,2016,56
Albert Park,2 Dundas Pl,3,h,2615000.0,S,Cayzer,2016-12-10,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880,-37.8415,144.9585,Southern Metropolitan,3280,14774.011299435027,14447.513812154697,7304.469273743017,False,False,False,False,True,False,False,2016,136
Albert Park,23 Finlay St,5,h,2100000.0,S,Greg,2016-12-10,3.3,3206.0,5.0,2.0,1.0,237.0,148.43191489361703,1935,-37.8436,144.9557,Southern Metropolitan,3280,8860.759493670887,14147.900749681063,5448.4330924687965,False,False,False,False,True,False,False,2016,81
Albert Park,31 Richardson St,3,h,1300000.0,S,hockingstuart,2016-12-10,3.3,3206.0,3.0,1.0,0.0,129.0,99.27127659574468,1900,-37.8422,144.94899999999996,Southern Metropolitan,3280,10077.519379844962,13095.429459358089,5694.978445764885,False,False,False,False,True,False,False,2016,116
Albert Park,4a Gatehouse La,3,h,1370000.0,S,Greg,2016-06-12,3.3,3206.0,3.0,2.0,2.0,85.0,85.0,2000,-37.8451,144.9511,Southern Metropolitan,3280,16117.64705882353,16117.64705882353,8058.823529411765,False,False,False,False,True,False,False,2016,16
Albert Park,60 Brooke St,2,h,1000000.0,S,Cayzer,2016-11-12,3.3,3206.0,2.0,1.0,0.0,288.0,155.644514893617,2007,-37.8407,144.9523,Southern Metropolitan,3280,3472.222222222222,6424.897149016139,2254.0569452093714,False,False,False,False,True,False,False,2016,9
Albert Park,70 Barrett St,3,h,2575000.0,S,Greg,2016-10-15,3.3,3206.0,3.0,2.0,1.0,228.0,132.97127659574468,1995,-37.8445,144.9501,Southern Metropolitan,3280,11293.859649122807,19365.084444728906,7133.531577039488,False,False,False,False,True,False,False,2016,21
